:START_ID,:END_ID,:TYPE
218858,86218,FOLLOWS
218992,247301,FOLLOWS
219418,10644,FOLLOWS
219418,402071,FOLLOWS
219476,229667,FOLLOWS
219558,232550,FOLLOWS
219558,1087485,FOLLOWS
219598,758927,FOLLOWS
219917,496681,FOLLOWS
219942,347376,FOLLOWS
219942,379989,FOLLOWS
219942,447861,FOLLOWS
219942,473901,FOLLOWS
219942,582868,FOLLOWS
220011,460854,FOLLOWS
220043,694206,FOLLOWS
220110,79209,FOLLOWS
220110,1127254,FOLLOWS
220115,717049,FOLLOWS
220115,553654,FOLLOWS
220115,483292,FOLLOWS
220115,589888,FOLLOWS
220115,248127,FOLLOWS
220134,758723,FOLLOWS
220202,104855,FOLLOWS
220202,373019,FOLLOWS
220202,590365,FOLLOWS
220202,968547,FOLLOWS
220342,64128,FOLLOWS
220342,96635,FOLLOWS
220342,210893,FOLLOWS
220342,247752,FOLLOWS
220392,392156,FOLLOWS
220411,1128370,FOLLOWS
220460,53611,FOLLOWS
220460,220765,FOLLOWS
220466,187596,FOLLOWS
220466,868344,FOLLOWS
220466,794059,FOLLOWS
220497,215742,FOLLOWS
220608,117150,FOLLOWS
220747,142501,FOLLOWS
220765,53611,FOLLOWS
220765,220460,FOLLOWS
220765,189778,FOLLOWS
220817,637862,FOLLOWS
220824,43580,FOLLOWS
220824,206717,FOLLOWS
220824,243195,FOLLOWS
220824,329582,FOLLOWS
220853,60518,FOLLOWS
220853,106568,FOLLOWS
220853,188247,FOLLOWS
220894,282445,FOLLOWS
220920,495689,FOLLOWS
220958,217030,FOLLOWS
220958,243367,FOLLOWS
220958,186680,FOLLOWS
220958,687747,FOLLOWS
221454,165954,FOLLOWS
221454,807598,FOLLOWS
221494,126769,FOLLOWS
221590,30419,FOLLOWS
221664,436910,FOLLOWS
221666,45653,FOLLOWS
221666,58568,FOLLOWS
221666,935700,FOLLOWS
221666,229616,FOLLOWS
221666,430269,FOLLOWS
221666,113702,FOLLOWS
221705,327134,FOLLOWS
221766,1129450,FOLLOWS
221766,408750,FOLLOWS
221766,1128854,FOLLOWS
221785,914690,FOLLOWS
221853,392245,FOLLOWS
221870,106224,FOLLOWS
221870,342792,FOLLOWS
221870,686354,FOLLOWS
221870,420404,FOLLOWS
221870,709811,FOLLOWS
221913,178095,FOLLOWS
221915,209237,FOLLOWS
222211,501390,FOLLOWS
222365,412111,FOLLOWS
222365,461562,FOLLOWS
222371,31099,FOLLOWS
222371,849491,FOLLOWS
222496,42738,FOLLOWS
222573,859663,FOLLOWS
222719,344455,FOLLOWS
222765,61907,FOLLOWS
222765,423378,FOLLOWS
222765,255154,FOLLOWS
222967,48579,FOLLOWS
222967,970186,FOLLOWS
223232,127685,FOLLOWS
223232,546499,FOLLOWS
223238,1131669,FOLLOWS
223238,838310,FOLLOWS
223241,1127684,FOLLOWS
223319,601299,FOLLOWS
223357,151062,FOLLOWS
223357,173540,FOLLOWS
223357,404445,FOLLOWS
223357,352716,FOLLOWS
223431,1131942,FOLLOWS
223431,35234,FOLLOWS
223546,286032,FOLLOWS
223549,1132058,FOLLOWS
223698,87937,FOLLOWS
223698,129535,FOLLOWS
223698,323085,FOLLOWS
223698,943641,FOLLOWS
223698,320063,FOLLOWS
223698,252446,FOLLOWS
223698,68619,FOLLOWS
223698,1053461,FOLLOWS
223698,432570,FOLLOWS
223698,1132372,FOLLOWS
223698,473094,FOLLOWS
223698,374591,FOLLOWS
223698,340399,FOLLOWS
223698,582843,FOLLOWS
223764,144477,FOLLOWS
223764,282916,FOLLOWS
223813,31930,FOLLOWS
223813,157895,FOLLOWS
223813,214581,FOLLOWS
223813,598457,FOLLOWS
223813,512206,FOLLOWS
223813,26377,FOLLOWS
223813,486609,FOLLOWS
223836,174834,FOLLOWS
223836,329566,FOLLOWS
223881,291484,FOLLOWS
223906,878244,FOLLOWS
223937,11212,FOLLOWS
223937,204271,FOLLOWS
223937,1132650,FOLLOWS
223937,569893,FOLLOWS
223937,392528,FOLLOWS
223937,256363,FOLLOWS
223937,272044,FOLLOWS
223937,15362,FOLLOWS
223937,78838,FOLLOWS
223937,409839,FOLLOWS
223937,270574,FOLLOWS
223937,96687,FOLLOWS
223937,397734,FOLLOWS
223937,316341,FOLLOWS
223937,226593,FOLLOWS
223938,11212,FOLLOWS
223938,237253,FOLLOWS
223938,618921,FOLLOWS
223938,626250,FOLLOWS
223938,944937,FOLLOWS
223985,773633,FOLLOWS
224154,478885,FOLLOWS
224217,33010,FOLLOWS
224217,126448,FOLLOWS
224243,840697,FOLLOWS
224298,1133146,FOLLOWS
224301,321354,FOLLOWS
224301,582843,FOLLOWS
224313,144477,FOLLOWS
224355,110034,FOLLOWS
224355,464676,FOLLOWS
224589,646702,FOLLOWS
224589,286439,FOLLOWS
224630,78297,FOLLOWS
224630,1031613,FOLLOWS
224630,51769,FOLLOWS
224761,217943,FOLLOWS
224809,42738,FOLLOWS
224809,46885,FOLLOWS
224809,48674,FOLLOWS
224809,50849,FOLLOWS
224809,58445,FOLLOWS
224809,124435,FOLLOWS
224809,126062,FOLLOWS
224809,183164,FOLLOWS
224809,197940,FOLLOWS
224809,244836,FOLLOWS
224809,242218,FOLLOWS
224809,232765,FOLLOWS
224809,259358,FOLLOWS
224809,609709,FOLLOWS
224809,820928,FOLLOWS
224809,232755,FOLLOWS
224809,235057,FOLLOWS
224809,489371,FOLLOWS
224809,226662,FOLLOWS
224809,226661,FOLLOWS
224809,57966,FOLLOWS
224809,233027,FOLLOWS
224809,243466,FOLLOWS
224884,107762,FOLLOWS
224884,363822,FOLLOWS
224884,502583,FOLLOWS
224884,318138,FOLLOWS
224884,313014,FOLLOWS
224900,50621,FOLLOWS
224900,214294,FOLLOWS
224900,603582,FOLLOWS
224991,1062341,FOLLOWS
225001,379742,FOLLOWS
225031,18995,FOLLOWS
225031,64684,FOLLOWS
225107,126062,FOLLOWS
225107,510146,FOLLOWS
225451,19830,FOLLOWS
225451,420978,FOLLOWS
225451,410705,FOLLOWS
225451,308811,FOLLOWS
225451,700526,FOLLOWS
225451,770142,FOLLOWS
225494,225499,FOLLOWS
225494,152113,FOLLOWS
225499,129731,FOLLOWS
225499,160498,FOLLOWS
225499,225494,FOLLOWS
225653,105696,FOLLOWS
225663,177889,FOLLOWS
225700,360948,FOLLOWS
225700,543034,FOLLOWS
225808,132146,FOLLOWS
225808,1136343,FOLLOWS
225808,794138,FOLLOWS
225861,259023,FOLLOWS
226030,325871,FOLLOWS
226030,835278,FOLLOWS
226030,91622,FOLLOWS
226030,859182,FOLLOWS
226052,502579,FOLLOWS
226052,433139,FOLLOWS
226052,268886,FOLLOWS
226052,661407,FOLLOWS
226101,16028,FOLLOWS
226101,531597,FOLLOWS
226101,67956,FOLLOWS
226188,115054,FOLLOWS
226194,315437,FOLLOWS
226225,61966,FOLLOWS
226235,133385,FOLLOWS
226235,387994,FOLLOWS
226235,302022,FOLLOWS
226354,69206,FOLLOWS
226360,106224,FOLLOWS
226360,778238,FOLLOWS
226439,550022,FOLLOWS
226439,685621,FOLLOWS
226575,213890,FOLLOWS
226575,507416,FOLLOWS
226617,1137603,FOLLOWS
226661,226662,FOLLOWS
226661,524463,FOLLOWS
226662,226661,FOLLOWS
226873,523656,FOLLOWS
226981,137294,FOLLOWS
226981,791409,FOLLOWS
227086,534521,FOLLOWS
227107,151287,FOLLOWS
227107,224298,FOLLOWS
227107,286439,FOLLOWS
227107,580406,FOLLOWS
227107,1316636,FOLLOWS
227192,572210,FOLLOWS
227205,48267,FOLLOWS
227205,182821,FOLLOWS
227205,334448,FOLLOWS
227205,401066,FOLLOWS
227205,359407,FOLLOWS
227205,754996,FOLLOWS
227205,599785,FOLLOWS
227205,543392,FOLLOWS
227205,1138880,FOLLOWS
227205,228080,FOLLOWS
227205,970217,FOLLOWS
227317,120855,FOLLOWS
227317,611075,FOLLOWS
227341,113862,FOLLOWS
227356,1000623,FOLLOWS
227417,806436,FOLLOWS
227417,359407,FOLLOWS
227417,228080,FOLLOWS
227417,770354,FOLLOWS
227417,227502,FOLLOWS
227417,227503,FOLLOWS
227417,437941,FOLLOWS
227453,519763,FOLLOWS
227453,551621,FOLLOWS
227478,84059,FOLLOWS
227478,630303,FOLLOWS
227478,6242,FOLLOWS
227478,279936,FOLLOWS
227478,135718,FOLLOWS
227478,631453,FOLLOWS
227492,209815,FOLLOWS
227492,14224,FOLLOWS
227492,1069478,FOLLOWS
227492,167514,FOLLOWS
227492,250426,FOLLOWS
227492,444254,FOLLOWS
227502,227417,FOLLOWS
227502,227503,FOLLOWS
227502,323876,FOLLOWS
227503,227417,FOLLOWS
227503,227502,FOLLOWS
227503,323876,FOLLOWS
227519,849444,FOLLOWS
227539,629090,FOLLOWS
227555,304999,FOLLOWS
227584,123198,FOLLOWS
227674,113381,FOLLOWS
227674,361083,FOLLOWS
227739,677910,FOLLOWS
227739,289651,FOLLOWS
227739,518625,FOLLOWS
227885,552377,FOLLOWS
227958,573125,FOLLOWS
228037,123902,FOLLOWS
228080,227417,FOLLOWS
228080,360595,FOLLOWS
228080,252292,FOLLOWS
228080,1139405,FOLLOWS
228080,943641,FOLLOWS
228080,1139562,FOLLOWS
228080,1139563,FOLLOWS
228080,323876,FOLLOWS
228080,1139591,FOLLOWS
228177,201479,FOLLOWS
228264,360424,FOLLOWS
228264,414856,FOLLOWS
228291,279646,FOLLOWS
228291,339764,FOLLOWS
228438,634573,FOLLOWS
228486,137437,FOLLOWS
228486,248575,FOLLOWS
228535,36143,FOLLOWS
228535,637282,FOLLOWS
228591,209319,FOLLOWS
228721,941193,FOLLOWS
228774,11276,FOLLOWS
228774,345609,FOLLOWS
228774,804954,FOLLOWS
228932,548244,FOLLOWS
228932,878287,FOLLOWS
228932,1011863,FOLLOWS
228939,54641,FOLLOWS
229055,453059,FOLLOWS
229158,1105485,FOLLOWS
229222,1094058,FOLLOWS
229241,56902,FOLLOWS
229247,147709,FOLLOWS
229247,507122,FOLLOWS
229247,505493,FOLLOWS
229247,509533,FOLLOWS
229378,39429,FOLLOWS
229378,916767,FOLLOWS
229378,639012,FOLLOWS
229403,299683,FOLLOWS
229570,71384,FOLLOWS
229616,221666,FOLLOWS
229616,381364,FOLLOWS
229616,664428,FOLLOWS
229620,257775,FOLLOWS
229627,95501,FOLLOWS
229627,127564,FOLLOWS
229627,222765,FOLLOWS
229627,249554,FOLLOWS
229627,178251,FOLLOWS
229629,38099,FOLLOWS
229629,622491,FOLLOWS
229667,904966,FOLLOWS
229793,230038,FOLLOWS
229862,264615,FOLLOWS
229870,241955,FOLLOWS
229968,347008,FOLLOWS
230013,375266,FOLLOWS
230013,370646,FOLLOWS
230020,172121,FOLLOWS
230020,513962,FOLLOWS
230038,403203,FOLLOWS
230038,768653,FOLLOWS
230139,42672,FOLLOWS
230139,182973,FOLLOWS
230139,1068269,FOLLOWS
230139,633051,FOLLOWS
230139,434817,FOLLOWS
230256,11645,FOLLOWS
230303,472464,FOLLOWS
230447,11645,FOLLOWS
230447,33461,FOLLOWS
230447,116196,FOLLOWS
230450,11645,FOLLOWS
230459,11250,FOLLOWS
230459,120460,FOLLOWS
230459,30574,FOLLOWS
230459,108847,FOLLOWS
230459,126655,FOLLOWS
230536,50484,FOLLOWS
230559,230755,FOLLOWS
230588,120302,FOLLOWS
230739,220853,FOLLOWS
230910,950438,FOLLOWS
231164,24379,FOLLOWS
231176,216421,FOLLOWS
231176,213114,FOLLOWS
231220,428977,FOLLOWS
231312,305224,FOLLOWS
231352,11335,FOLLOWS
231385,11335,FOLLOWS
231390,11335,FOLLOWS
231563,1180110,FOLLOWS
231576,1120511,FOLLOWS
231576,1015885,FOLLOWS
231669,153939,FOLLOWS
231798,26476,FOLLOWS
231850,251164,FOLLOWS
231850,256587,FOLLOWS
231850,496240,FOLLOWS
231850,637199,FOLLOWS
231850,745518,FOLLOWS
231850,1167061,FOLLOWS
231860,486252,FOLLOWS
231914,907820,FOLLOWS
231929,145229,FOLLOWS
232011,52657,FOLLOWS
232011,460616,FOLLOWS
232082,11774,FOLLOWS
232351,73170,FOLLOWS
232386,24092,FOLLOWS
232386,73179,FOLLOWS
232486,11696,FOLLOWS
232486,29059,FOLLOWS
232486,121092,FOLLOWS
232486,1048908,FOLLOWS
232538,415958,FOLLOWS
232550,15162,FOLLOWS
232550,219558,FOLLOWS
232550,525874,FOLLOWS
232645,11698,FOLLOWS
232765,50849,FOLLOWS
232765,524484,FOLLOWS
232847,11698,FOLLOWS
232904,34031,FOLLOWS
233027,243466,FOLLOWS
233117,1145951,FOLLOWS
233117,875221,FOLLOWS
233132,336940,FOLLOWS
233132,399011,FOLLOWS
233157,874156,FOLLOWS
233182,403960,FOLLOWS
233199,461120,FOLLOWS
233227,28739,FOLLOWS
233227,109600,FOLLOWS
233283,200608,FOLLOWS
233341,91088,FOLLOWS
233341,100577,FOLLOWS
233341,106115,FOLLOWS
233360,61858,FOLLOWS
233426,978140,FOLLOWS
233426,510196,FOLLOWS
233426,73577,FOLLOWS
233457,1013237,FOLLOWS
233457,738261,FOLLOWS
233457,645878,FOLLOWS
233457,569170,FOLLOWS
233495,475226,FOLLOWS
233505,277721,FOLLOWS
233505,292675,FOLLOWS
233507,391458,FOLLOWS
233552,102516,FOLLOWS
233552,340069,FOLLOWS
233767,91009,FOLLOWS
233767,48140,FOLLOWS
233767,169667,FOLLOWS
233772,260512,FOLLOWS
233847,402011,FOLLOWS
233847,402026,FOLLOWS
233919,38094,FOLLOWS
233951,29279,FOLLOWS
233951,368442,FOLLOWS
233951,820327,FOLLOWS
234035,200061,FOLLOWS
234108,203141,FOLLOWS
234183,84002,FOLLOWS
234239,11726,FOLLOWS
234312,367429,FOLLOWS
234312,915853,FOLLOWS
234312,277409,FOLLOWS
234352,11726,FOLLOWS
234352,89438,FOLLOWS
234357,11726,FOLLOWS
234357,445869,FOLLOWS
234357,437218,FOLLOWS
234365,359348,FOLLOWS
234365,546050,FOLLOWS
234425,95591,FOLLOWS
234458,1007013,FOLLOWS
234529,759944,FOLLOWS
234529,1007013,FOLLOWS
234529,234458,FOLLOWS
234529,655650,FOLLOWS
234671,184347,FOLLOWS
234809,81653,FOLLOWS
234910,409662,FOLLOWS
234910,408763,FOLLOWS
234995,138625,FOLLOWS
234995,344662,FOLLOWS
234995,447669,FOLLOWS
235032,432619,FOLLOWS
235032,111338,FOLLOWS
235057,1148738,FOLLOWS
235057,538892,FOLLOWS
235189,337905,FOLLOWS
235254,264179,FOLLOWS
235257,470298,FOLLOWS
235257,290388,FOLLOWS
235338,237672,FOLLOWS
235349,543094,FOLLOWS
235364,1149159,FOLLOWS
235546,430864,FOLLOWS
235546,258157,FOLLOWS
235558,452360,FOLLOWS
235622,178868,FOLLOWS
235622,496754,FOLLOWS
235622,690280,FOLLOWS
235656,33650,FOLLOWS
235700,557591,FOLLOWS
235700,279147,FOLLOWS
235765,153789,FOLLOWS
235765,25942,FOLLOWS
235765,517447,FOLLOWS
235847,831083,FOLLOWS
235847,236666,FOLLOWS
235847,407535,FOLLOWS
235847,688640,FOLLOWS
235847,445848,FOLLOWS
235906,38341,FOLLOWS
235913,161368,FOLLOWS
235913,286784,FOLLOWS
235940,1149442,FOLLOWS
235949,34685,FOLLOWS
235982,285902,FOLLOWS
236036,460894,FOLLOWS
236036,742045,FOLLOWS
236042,362422,FOLLOWS
236042,634244,FOLLOWS
236059,414476,FOLLOWS
236059,423164,FOLLOWS
236059,462269,FOLLOWS
236059,463977,FOLLOWS
236060,343290,FOLLOWS
236060,461615,FOLLOWS
236202,524463,FOLLOWS
236203,499710,FOLLOWS
236401,236461,FOLLOWS
236401,260374,FOLLOWS
236461,210576,FOLLOWS
236461,236401,FOLLOWS
236461,304032,FOLLOWS
236463,323146,FOLLOWS
236666,235847,FOLLOWS
236666,831083,FOLLOWS
236706,132146,FOLLOWS
236835,18738,FOLLOWS
236835,86940,FOLLOWS
236835,133140,FOLLOWS
236835,583495,FOLLOWS
236835,337499,FOLLOWS
236835,263046,FOLLOWS
236835,118526,FOLLOWS
236835,261824,FOLLOWS
236835,414476,FOLLOWS
236835,120143,FOLLOWS
236835,475226,FOLLOWS
236835,113371,FOLLOWS
236893,385833,FOLLOWS
236893,350394,FOLLOWS
236893,476685,FOLLOWS
236968,29531,FOLLOWS
236968,382974,FOLLOWS
236983,55659,FOLLOWS
236983,538994,FOLLOWS
237025,298281,FOLLOWS
237133,102516,FOLLOWS
237133,963930,FOLLOWS
237133,143778,FOLLOWS
237133,350923,FOLLOWS
237133,274236,FOLLOWS
237133,247247,FOLLOWS
237190,288069,FOLLOWS
237293,939856,FOLLOWS
237293,510196,FOLLOWS
237293,243010,FOLLOWS
237293,247863,FOLLOWS
237333,24670,FOLLOWS
237365,54178,FOLLOWS
237424,12090,FOLLOWS
237447,73906,FOLLOWS
237447,404762,FOLLOWS
237447,276222,FOLLOWS
237447,39671,FOLLOWS
237447,421948,FOLLOWS
237447,1151726,FOLLOWS
237447,1151558,FOLLOWS
237447,382979,FOLLOWS
237447,389899,FOLLOWS
237447,22103,FOLLOWS
237447,724225,FOLLOWS
237447,498177,FOLLOWS
237447,190269,FOLLOWS
237447,224217,FOLLOWS
237447,134137,FOLLOWS
237447,271688,FOLLOWS
237517,233027,FOLLOWS
237534,631580,FOLLOWS
237534,799069,FOLLOWS
237547,53375,FOLLOWS
237547,615312,FOLLOWS
237547,624464,FOLLOWS
237672,432468,FOLLOWS
237672,788124,FOLLOWS
237672,235338,FOLLOWS
237686,170050,FOLLOWS
237686,287162,FOLLOWS
237716,174856,FOLLOWS
237716,313273,FOLLOWS
237793,281855,FOLLOWS
237793,422841,FOLLOWS
237795,698170,FOLLOWS
237814,961873,FOLLOWS
237814,685571,FOLLOWS
237814,445657,FOLLOWS
237814,606829,FOLLOWS
237814,278047,FOLLOWS
237814,60342,FOLLOWS
237858,495580,FOLLOWS
237915,419183,FOLLOWS
237915,546499,FOLLOWS
237992,238042,FOLLOWS
238042,286320,FOLLOWS
238042,476781,FOLLOWS
238042,281168,FOLLOWS
238042,600583,FOLLOWS
238042,238111,FOLLOWS
238042,1072725,FOLLOWS
238153,240016,FOLLOWS
238153,242271,FOLLOWS
238201,103994,FOLLOWS
238201,170050,FOLLOWS
238201,253695,FOLLOWS
238201,384774,FOLLOWS
238201,279206,FOLLOWS
238272,61614,FOLLOWS
238285,46885,FOLLOWS
238285,1365524,FOLLOWS
238292,173247,FOLLOWS
238360,180560,FOLLOWS
238445,274257,FOLLOWS
238445,268786,FOLLOWS
238445,279147,FOLLOWS
238445,556222,FOLLOWS
238460,38099,FOLLOWS
238460,179738,FOLLOWS
238460,180442,FOLLOWS
238460,231585,FOLLOWS
238460,331919,FOLLOWS
238460,580236,FOLLOWS
238460,502715,FOLLOWS
238460,255976,FOLLOWS
238833,192757,FOLLOWS
238879,868499,FOLLOWS
238881,252652,FOLLOWS
238980,247374,FOLLOWS
239035,385833,FOLLOWS
239035,61309,FOLLOWS
239059,269927,FOLLOWS
239116,559210,FOLLOWS
239143,261824,FOLLOWS
239251,95591,FOLLOWS
239382,13820,FOLLOWS
239388,59995,FOLLOWS
239388,26093,FOLLOWS
239388,1090917,FOLLOWS
239584,283550,FOLLOWS
239733,32823,FOLLOWS
239733,305101,FOLLOWS
239856,129535,FOLLOWS
239856,724804,FOLLOWS
239906,79314,FOLLOWS
239906,1115820,FOLLOWS
239961,1112342,FOLLOWS
239961,969795,FOLLOWS
239961,596603,FOLLOWS
239968,358483,FOLLOWS
239981,1154871,FOLLOWS
240016,259681,FOLLOWS
240109,963364,FOLLOWS
240172,240174,FOLLOWS
240174,21867,FOLLOWS
240174,121092,FOLLOWS
240174,240172,FOLLOWS
240211,118040,FOLLOWS
240211,324810,FOLLOWS
240375,210737,FOLLOWS
240468,981371,FOLLOWS
240480,64520,FOLLOWS
240480,414532,FOLLOWS
240632,106071,FOLLOWS
240632,463058,FOLLOWS
240674,135416,FOLLOWS
240674,226225,FOLLOWS
240684,270201,FOLLOWS
240684,272399,FOLLOWS
240684,501407,FOLLOWS
240714,347726,FOLLOWS
240742,972176,FOLLOWS
240825,638113,FOLLOWS
240825,866215,FOLLOWS
240873,110190,FOLLOWS
241100,39089,FOLLOWS
241167,586404,FOLLOWS
241294,175264,FOLLOWS
241294,444561,FOLLOWS
241447,906440,FOLLOWS
241447,370907,FOLLOWS
241447,1156528,FOLLOWS
241447,422992,FOLLOWS
241458,413668,FOLLOWS
241458,1156491,FOLLOWS
241500,959867,FOLLOWS
241500,371301,FOLLOWS
241500,1157236,FOLLOWS
241516,374616,FOLLOWS
241516,408078,FOLLOWS
241516,1157321,FOLLOWS
241560,132344,FOLLOWS
241657,241672,FOLLOWS
241657,241893,FOLLOWS
241657,555685,FOLLOWS
241672,241893,FOLLOWS
241672,552626,FOLLOWS
241755,28468,FOLLOWS
241927,816286,FOLLOWS
241927,479788,FOLLOWS
241948,296352,FOLLOWS
241955,229870,FOLLOWS
241955,663773,FOLLOWS
241986,294843,FOLLOWS
242113,29531,FOLLOWS
242113,417770,FOLLOWS
242151,84141,FOLLOWS
242160,106286,FOLLOWS
242271,524484,FOLLOWS
242322,87881,FOLLOWS
242408,159310,FOLLOWS
242477,151275,FOLLOWS
242477,418861,FOLLOWS
242489,29531,FOLLOWS
242489,658078,FOLLOWS
242548,587794,FOLLOWS
242548,276222,FOLLOWS
242619,245439,FOLLOWS
242688,280161,FOLLOWS
242797,1007992,FOLLOWS
242892,174856,FOLLOWS
242892,934041,FOLLOWS
242900,272036,FOLLOWS
242900,610572,FOLLOWS
242932,162792,FOLLOWS
242932,628941,FOLLOWS
242968,150820,FOLLOWS
242987,147933,FOLLOWS
242998,180257,FOLLOWS
243010,132146,FOLLOWS
243010,237293,FOLLOWS
243079,686893,FOLLOWS
243195,910197,FOLLOWS
243195,220824,FOLLOWS
243195,329582,FOLLOWS
243285,649550,FOLLOWS
243330,877455,FOLLOWS
243367,328461,FOLLOWS
243397,95433,FOLLOWS
243397,525481,FOLLOWS
243456,196878,FOLLOWS
243466,233027,FOLLOWS
243466,260459,FOLLOWS
243483,506778,FOLLOWS
243500,195420,FOLLOWS
243500,273832,FOLLOWS
244118,42628,FOLLOWS
244204,635871,FOLLOWS
244204,464002,FOLLOWS
244204,381255,FOLLOWS
244204,125471,FOLLOWS
244237,24528,FOLLOWS
244302,368241,FOLLOWS
244326,333826,FOLLOWS
244326,612156,FOLLOWS
244472,351644,FOLLOWS
244472,513568,FOLLOWS
244615,24687,FOLLOWS
244615,266435,FOLLOWS
244615,372208,FOLLOWS
244627,848652,FOLLOWS
244635,162792,FOLLOWS
244635,262055,FOLLOWS
244635,850138,FOLLOWS
244638,172348,FOLLOWS
244709,78069,FOLLOWS
244709,191505,FOLLOWS
244836,224809,FOLLOWS
244836,713291,FOLLOWS
244883,874106,FOLLOWS
244883,1120910,FOLLOWS
244988,120302,FOLLOWS
245007,74820,FOLLOWS
245026,559210,FOLLOWS
245101,248575,FOLLOWS
245175,68025,FOLLOWS
245175,297335,FOLLOWS
245175,901908,FOLLOWS
245229,835908,FOLLOWS
245323,768822,FOLLOWS
245345,743576,FOLLOWS
245345,1087305,FOLLOWS
245439,182305,FOLLOWS
245439,242619,FOLLOWS
245464,139355,FOLLOWS
245464,148644,FOLLOWS
245515,81127,FOLLOWS
245515,455967,FOLLOWS
245559,215966,FOLLOWS
245559,303790,FOLLOWS
245562,55905,FOLLOWS
245571,89445,FOLLOWS
245571,978140,FOLLOWS
245756,378681,FOLLOWS
245756,1103112,FOLLOWS
245803,245907,FOLLOWS
245907,245803,FOLLOWS
245907,990904,FOLLOWS
246294,651048,FOLLOWS
246305,19468,FOLLOWS
246305,85179,FOLLOWS
246305,249524,FOLLOWS
246305,1162125,FOLLOWS
246394,146793,FOLLOWS
246394,569853,FOLLOWS
246408,129720,FOLLOWS
246408,232386,FOLLOWS
246408,243106,FOLLOWS
246408,326807,FOLLOWS
246408,216456,FOLLOWS
246408,246410,FOLLOWS
246410,870639,FOLLOWS
246449,92340,FOLLOWS
246525,615321,FOLLOWS
246525,582868,FOLLOWS
246534,161477,FOLLOWS
246559,686542,FOLLOWS
246582,475047,FOLLOWS
246582,368763,FOLLOWS
246594,465291,FOLLOWS
246678,718685,FOLLOWS
246678,713687,FOLLOWS
246678,538837,FOLLOWS
246696,24092,FOLLOWS
246740,153012,FOLLOWS
246740,246714,FOLLOWS
246740,390140,FOLLOWS
246954,155349,FOLLOWS
246985,353206,FOLLOWS
246985,491204,FOLLOWS
246985,511038,FOLLOWS
247114,48893,FOLLOWS
247301,218992,FOLLOWS
247301,478840,FOLLOWS
247358,1164313,FOLLOWS
247372,115327,FOLLOWS
247372,171361,FOLLOWS
247372,354058,FOLLOWS
247372,462269,FOLLOWS
247374,238980,FOLLOWS
247374,63561,FOLLOWS
247429,52005,FOLLOWS
247429,891193,FOLLOWS
247674,48267,FOLLOWS
247674,174834,FOLLOWS
247674,944662,FOLLOWS
247678,124736,FOLLOWS
247683,247690,FOLLOWS
247690,188351,FOLLOWS
247690,247683,FOLLOWS
247752,220342,FOLLOWS
247752,112370,FOLLOWS
247752,204922,FOLLOWS
247752,282774,FOLLOWS
247762,55086,FOLLOWS
247762,225499,FOLLOWS
247786,581442,FOLLOWS
247852,34031,FOLLOWS
247852,57219,FOLLOWS
247852,81682,FOLLOWS
247852,799920,FOLLOWS
247863,237293,FOLLOWS
248057,329420,FOLLOWS
248127,206969,FOLLOWS
248236,398005,FOLLOWS
248575,37705,FOLLOWS
248575,78690,FOLLOWS
248575,228486,FOLLOWS
248575,245101,FOLLOWS
248588,360082,FOLLOWS
248746,815789,FOLLOWS
248917,438774,FOLLOWS
248952,56113,FOLLOWS
249133,333573,FOLLOWS
249205,322433,FOLLOWS
249251,42348,FOLLOWS
249276,356322,FOLLOWS
249302,57949,FOLLOWS
249302,92310,FOLLOWS
249302,598631,FOLLOWS
249302,669337,FOLLOWS
249345,172444,FOLLOWS
249345,314830,FOLLOWS
249390,182732,FOLLOWS
249390,269697,FOLLOWS
249390,671772,FOLLOWS
249400,15144,FOLLOWS
249479,92972,FOLLOWS
249524,246305,FOLLOWS
249554,95501,FOLLOWS
249554,127564,FOLLOWS
249554,229627,FOLLOWS
249638,87544,FOLLOWS
249638,153048,FOLLOWS
249638,184037,FOLLOWS
249795,86007,FOLLOWS
249795,297653,FOLLOWS
249795,211669,FOLLOWS
249795,386266,FOLLOWS
249795,386165,FOLLOWS
249795,67131,FOLLOWS
249795,48140,FOLLOWS
249795,90964,FOLLOWS
249795,63874,FOLLOWS
249795,387412,FOLLOWS
249795,387160,FOLLOWS
249795,40149,FOLLOWS
249806,842363,FOLLOWS
249882,36320,FOLLOWS
249882,167320,FOLLOWS
250031,89445,FOLLOWS
250031,517264,FOLLOWS
250040,216153,FOLLOWS
250040,371927,FOLLOWS
250048,661441,FOLLOWS
250105,1150314,FOLLOWS
250179,237424,FOLLOWS
250179,227539,FOLLOWS
250395,381706,FOLLOWS
250411,401734,FOLLOWS
250411,413113,FOLLOWS
250426,48267,FOLLOWS
250426,227492,FOLLOWS
250452,547507,FOLLOWS
250452,477207,FOLLOWS
250589,289954,FOLLOWS
250594,312325,FOLLOWS
250643,408750,FOLLOWS
250643,1144869,FOLLOWS
250749,17301,FOLLOWS
250749,374467,FOLLOWS
250786,78158,FOLLOWS
250786,127685,FOLLOWS
250873,498090,FOLLOWS
250914,323736,FOLLOWS
250914,283550,FOLLOWS
250990,521751,FOLLOWS
250994,492165,FOLLOWS
251090,93476,FOLLOWS
251090,442798,FOLLOWS
251090,432807,FOLLOWS
251164,121529,FOLLOWS
251164,781003,FOLLOWS
251164,498082,FOLLOWS
251232,428240,FOLLOWS
251232,533862,FOLLOWS
